age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202,1,87,2,failure,no
38,blue-collar,married,primary,no,1455,yes,no,telephone,12,may,101,2,356,2,failure,no
35,management,married,tertiary,no,1870,yes,no,cellular,24,jun,134,1,386,1,failure,no
31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,62,1,failure,yes
35,management,single,tertiary,no,-292,yes,no,cellular,18,may,166,2,272,6,failure,no
51,services,married,secondary,no,867,yes,no,cellular,3,feb,177,2,211,3,failure,no
35,technician,single,secondary,no,183,no,no,cellular,1,sep,516,2,130,2,failure,no
40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,yes
44,admin.,divorced,secondary,no,738,yes,no,cellular,11,may,55,1,171,8,failure,no
44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,yes
29,technician,single,tertiary,no,2269,yes,no,cellular,20,apr,53,1,346,1,failure,no
55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,success,yes
56,admin.,married,secondary,no,602,no,no,cellular,14,jun,458,1,130,8,success,yes
45,management,single,tertiary,no,4831,no,no,cellular,30,jul,852,3,182,11,success,yes
21,student,single,secondary,no,210,no,no,telephone,4,feb,123,2,174,1,failure,no
44,technician,married,secondary,no,2981,yes,yes,cellular,22,may,106,1,101,2,failure,no
34,services,married,secondary,no,382,yes,yes,cellular,4,feb,494,2,198,7,failure,no
50,management,married,tertiary,no,5108,yes,no,cellular,5,apr,874,2,108,3,success,no
35,blue-collar,married,secondary,no,156,yes,no,cellular,8,may,302,1,283,3,failure,no
30,technician,married,secondary,no,-910,yes,no,cellular,15,may,124,2,298,1,failure,no
54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,no
34,blue-collar,married,secondary,no,1924,yes,yes,cellular,1,apr,161,2,253,1,failure,no
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,1,55,5,success,yes
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
47,blue-collar,married,secondary,no,2944,no,no,cellular,21,nov,57,7,154,5,failure,no
59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,203,4,121,2,failure,yes
25,student,single,secondary,no,304,no,no,cellular,30,nov,152,1,188,2,success,no
29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,214,2,36,1,success,yes
45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,62,1,131,1,failure,no
64,retired,married,tertiary,no,2139,no,no,cellular,13,jan,230,1,91,2,failure,no
55,unemployed,married,secondary,no,377,no,no,cellular,8,oct,403,1,183,1,success,no
43,blue-collar,single,secondary,no,24,no,no,cellular,12,may,68,1,363,1,failure,no
43,technician,divorced,secondary,no,1612,no,no,cellular,28,aug,119,2,95,3,success,no
58,blue-collar,married,primary,no,630,yes,no,cellular,19,nov,59,1,174,1,failure,no
42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
49,management,married,tertiary,no,1533,no,no,cellular,17,nov,324,1,172,1,failure,no
46,blue-collar,married,primary,no,512,no,no,telephone,13,may,32,1,301,1,failure,no
48,technician,married,secondary,no,0,yes,no,cellular,28,jan,123,1,204,1,failure,no
52,management,single,tertiary,no,824,no,no,cellular,8,may,466,1,354,2,failure,no
35,management,married,secondary,no,724,yes,no,cellular,18,oct,102,3,96,3,success,no
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure,no
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,239,7,success,yes
40,housemaid,single,primary,no,109,yes,no,cellular,8,may,308,1,367,3,failure,no
31,blue-collar,married,primary,no,2581,no,no,cellular,12,may,240,1,365,2,failure,no
40,admin.,married,secondary,no,7711,yes,no,cellular,20,nov,190,5,135,1,failure,no
35,blue-collar,single,primary,no,85,no,no,cellular,15,may,213,1,364,1,failure,no
35,management,married,tertiary,no,8000,no,no,cellular,13,may,331,1,90,3,success,yes
26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,yes
27,self-employed,single,tertiary,no,1393,no,no,cellular,31,mar,382,1,271,1,failure,no
56,retired,married,secondary,no,102,yes,no,telephone,11,may,267,1,369,1,failure,no
35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135,2,370,2,failure,no
63,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,success,no
35,blue-collar,married,secondary,no,6411,yes,yes,cellular,30,jan,144,1,266,2,failure,no
62,retired,married,secondary,no,569,no,no,cellular,3,aug,187,2,180,6,success,yes
37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success,yes
38,admin.,married,secondary,no,1559,no,no,cellular,3,mar,136,2,280,1,failure,yes
43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1514,1,284,2,failure,yes
42,blue-collar,married,primary,no,686,yes,no,cellular,15,may,1326,6,175,3,failure,no
47,blue-collar,married,secondary,no,398,yes,yes,cellular,1,apr,274,1,238,2,failure,no
62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
32,management,divorced,tertiary,no,530,yes,no,cellular,24,sep,91,1,114,2,failure,no
34,management,single,tertiary,no,966,yes,no,cellular,21,nov,393,1,101,3,failure,no
61,retired,married,secondary,no,938,no,no,cellular,15,oct,212,2,92,5,success,no
66,retired,single,tertiary,no,0,no,no,cellular,12,jan,105,1,92,2,failure,no
31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success,yes
28,management,single,tertiary,no,187,no,no,cellular,9,jun,206,1,92,1,success,yes
60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,no
32,services,married,secondary,no,-538,no,yes,cellular,15,may,233,1,353,1,failure,no
53,technician,married,tertiary,no,1405,yes,yes,cellular,29,jan,140,1,244,1,failure,no
37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,182,1,success,yes
33,management,single,tertiary,no,1962,no,no,cellular,13,jul,363,1,181,1,failure,yes
49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,2,91,2,success,yes
31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,277,4,286,1,failure,yes
28,services,married,secondary,no,15,yes,no,cellular,7,may,182,2,356,1,failure,no
36,technician,married,secondary,no,4613,no,no,cellular,2,apr,320,1,134,2,failure,no
32,management,divorced,tertiary,no,530,yes,no,cellular,2,jun,118,1,60,1,failure,no
28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
52,technician,married,secondary,no,196,yes,yes,cellular,27,may,99,2,99,1,success,no
31,management,single,tertiary,no,9629,no,no,cellular,30,mar,371,1,174,4,failure,no
40,blue-collar,married,primary,no,780,yes,no,cellular,12,may,206,1,357,1,failure,no
63,retired,married,secondary,no,1612,no,no,cellular,19,aug,399,2,183,2,success,no
35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure,no
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
33,admin.,married,secondary,no,347,yes,no,cellular,9,feb,7,7,193,13,failure,no
43,unemployed,married,secondary,no,775,no,no,cellular,16,dec,325,1,124,2,failure,no
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,yes
40,services,married,tertiary,no,35,no,no,cellular,3,jul,318,4,317,3,failure,no
52,technician,married,secondary,no,195,yes,no,cellular,17,dec,110,2,205,3,failure,no
38,services,married,tertiary,no,0,yes,no,cellular,17,apr,239,1,147,4,failure,no
33,management,divorced,tertiary,no,219,yes,no,cellular,13,may,93,1,301,1,failure,no
32,technician,single,secondary,no,6402,yes,no,cellular,6,may,158,1,167,1,success,no
31,student,single,secondary,no,3511,no,no,cellular,6,oct,311,1,96,1,success,yes
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,yes
31,housemaid,single,tertiary,no,2017,yes,no,cellular,28,jan,167,1,286,5,failure,no
41,admin.,married,secondary,no,3138,no,no,cellular,14,sep,409,1,398,1,failure,yes
63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success,yes
57,blue-collar,married,secondary,no,1316,no,no,cellular,28,jan,221,2,182,5,failure,no
40,management,married,secondary,no,752,no,yes,cellular,21,nov,456,1,157,1,failure,no
32,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370,1,116,4,success,yes
32,admin.,single,secondary,no,299,yes,no,cellular,20,apr,177,2,348,2,failure,no
35,services,married,secondary,no,302,yes,no,cellular,6,may,137,1,364,1,failure,no
47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,yes
37,services,married,secondary,no,184,yes,no,cellular,20,apr,53,1,348,3,failure,no
30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no
24,student,single,secondary,no,228,no,no,cellular,20,aug,99,1,79,1,failure,no
52,services,married,secondary,no,659,no,no,cellular,28,jan,390,4,93,1,success,yes
39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
60,management,married,tertiary,no,1574,no,no,cellular,26,may,189,2,349,1,failure,no
55,admin.,married,secondary,no,602,no,no,cellular,4,feb,390,2,150,6,success,yes
62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,yes
52,blue-collar,married,secondary,no,7225,no,no,cellular,19,nov,205,2,113,2,failure,no
31,management,married,tertiary,no,4924,yes,no,cellular,19,nov,316,1,182,2,failure,no
46,blue-collar,single,secondary,no,-100,yes,no,cellular,8,may,445,2,303,1,failure,no
35,blue-collar,single,secondary,no,68,yes,no,cellular,12,may,334,1,347,6,failure,no
28,blue-collar,single,secondary,no,-208,yes,no,cellular,15,may,136,3,359,2,failure,no
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes
23,housemaid,single,secondary,no,650,yes,no,cellular,14,may,136,1,367,4,failure,no
42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,295,1,success,yes
28,management,single,tertiary,no,616,yes,no,cellular,7,oct,116,1,503,2,success,no
35,technician,married,secondary,no,650,yes,no,cellular,14,may,241,2,349,2,failure,no
38,technician,married,tertiary,no,472,yes,no,cellular,20,apr,178,5,326,3,failure,no
55,technician,married,secondary,no,10185,no,no,cellular,11,aug,248,1,180,4,success,no
35,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure,yes
34,housemaid,married,tertiary,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,1,188,1,success,yes
35,management,single,tertiary,no,1891,yes,no,cellular,3,feb,188,3,270,5,failure,no
31,management,married,tertiary,no,155,yes,no,cellular,8,sep,214,1,99,1,failure,no
47,admin.,married,secondary,no,-121,yes,yes,cellular,18,may,167,4,314,4,failure,no
36,admin.,single,tertiary,no,364,no,yes,cellular,31,aug,185,1,123,1,failure,yes
40,management,married,tertiary,no,429,yes,no,cellular,6,may,222,2,363,4,failure,no
41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,346,2,128,8,success,no
50,technician,married,primary,no,-315,no,yes,cellular,21,nov,61,7,136,1,failure,no
33,services,married,secondary,no,255,yes,yes,cellular,5,may,237,4,165,4,failure,no
53,blue-collar,married,primary,no,2144,yes,no,cellular,7,may,217,2,342,1,failure,no
38,technician,divorced,secondary,no,531,no,no,cellular,29,jan,214,3,226,7,failure,no
39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,85,2,240,1,failure,no
38,services,married,secondary,no,5000,no,no,cellular,4,dec,720,5,536,5,failure,no
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,1,92,4,success,yes
36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,yes
34,management,single,tertiary,no,747,no,no,cellular,31,aug,72,2,98,1,failure,no
57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,yes
44,management,married,tertiary,no,870,yes,yes,cellular,12,may,118,2,369,1,failure,no
40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes
40,blue-collar,divorced,primary,no,190,yes,yes,cellular,17,apr,139,1,346,2,failure,no
47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure,no
34,management,married,tertiary,no,0,no,no,cellular,3,jul,122,1,72,1,failure,no
55,retired,married,secondary,no,918,yes,no,cellular,13,may,87,3,364,1,failure,no
37,unemployed,single,secondary,no,490,yes,yes,cellular,7,may,739,2,325,3,failure,no
58,management,married,tertiary,no,1318,no,no,cellular,16,jul,184,1,179,5,failure,no
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,2,92,3,success,yes
32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes
29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,4,344,2,failure,no
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes
59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes
56,blue-collar,married,secondary,no,659,yes,no,cellular,2,feb,148,1,188,3,failure,no
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes
44,management,divorced,tertiary,no,2422,yes,no,cellular,16,apr,399,2,269,2,failure,no
45,management,married,tertiary,no,677,yes,no,cellular,12,may,253,3,334,2,failure,no
35,blue-collar,married,secondary,no,225,yes,no,cellular,6,may,160,7,343,2,failure,no
39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,429,2,184,3,success,yes
51,blue-collar,married,primary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,yes
43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success,yes
37,management,married,tertiary,no,860,yes,no,cellular,17,apr,818,2,332,15,failure,no
71,retired,married,secondary,no,2064,no,no,cellular,9,aug,370,2,291,1,failure,no
27,management,single,tertiary,no,592,no,no,cellular,7,sep,667,1,221,3,failure,no
33,technician,divorced,secondary,no,2,yes,no,cellular,7,may,600,2,330,17,failure,no
50,blue-collar,married,primary,no,859,yes,yes,telephone,9,feb,56,5,196,7,failure,no
46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
61,management,married,secondary,no,1471,no,no,cellular,13,nov,632,1,93,2,failure,no
34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure,no
35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,295,1,124,2,failure,no
32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
34,technician,single,secondary,no,49,no,no,cellular,7,may,393,1,351,1,failure,no
32,blue-collar,married,primary,no,0,yes,yes,cellular,8,may,82,2,361,4,failure,no
33,management,married,tertiary,no,22867,yes,no,cellular,10,feb,165,1,92,5,success,no
34,technician,married,secondary,no,603,yes,no,cellular,28,jul,51,4,434,1,failure,no
41,management,single,tertiary,no,195,no,no,cellular,20,nov,125,1,167,2,failure,no
33,admin.,married,secondary,no,48,yes,no,cellular,18,may,164,5,294,3,failure,no
38,management,divorced,tertiary,no,554,no,no,cellular,21,nov,45,1,101,4,failure,no
28,admin.,single,secondary,no,-181,yes,yes,cellular,7,may,429,2,343,4,failure,no
55,unemployed,married,primary,no,1212,no,no,cellular,31,aug,241,1,92,1,failure,no
31,management,single,tertiary,no,1761,yes,no,telephone,29,jul,332,3,440,3,failure,yes
30,admin.,married,secondary,no,187,yes,no,cellular,7,may,56,1,170,1,failure,no
44,admin.,married,secondary,no,429,yes,no,cellular,28,jan,99,1,246,4,failure,no
40,blue-collar,married,secondary,no,356,yes,yes,cellular,7,may,1254,3,365,1,failure,no
58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1361,1,391,1,failure,no
41,unemployed,single,secondary,no,75,yes,no,cellular,8,may,103,2,344,1,failure,no
46,management,married,tertiary,no,37378,yes,no,cellular,14,oct,146,1,518,1,failure,no
30,blue-collar,single,primary,no,105,yes,no,cellular,5,feb,131,1,265,1,failure,no
37,services,married,secondary,no,1543,yes,no,cellular,12,may,451,4,85,2,success,no
28,technician,single,secondary,no,527,yes,no,cellular,29,jan,161,2,265,1,failure,no
57,blue-collar,married,secondary,no,1686,no,no,telephone,22,feb,219,4,311,2,failure,no
28,student,single,secondary,no,24,yes,no,cellular,29,jan,284,2,196,2,failure,no
52,blue-collar,married,secondary,no,7180,yes,no,cellular,13,may,276,1,364,1,success,no
31,technician,married,tertiary,no,3338,yes,no,cellular,27,sep,162,2,95,4,failure,no
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,yes
30,blue-collar,married,secondary,no,-28,yes,no,cellular,18,may,284,2,371,1,failure,no
55,services,married,secondary,no,-626,yes,yes,cellular,5,may,369,2,278,5,failure,no
31,services,single,secondary,no,122,yes,no,cellular,4,feb,157,4,268,2,failure,no
40,admin.,married,secondary,no,732,no,no,cellular,9,sep,71,1,139,4,success,no
37,admin.,married,secondary,no,0,yes,no,cellular,9,dec,179,1,190,1,success,yes
31,self-employed,married,secondary,no,2153,yes,no,cellular,11,may,239,3,172,1,failure,no
49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,13,may,36,9,173,1,failure,no
24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,yes
37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366,2,failure,yes
36,admin.,single,tertiary,no,2622,no,no,cellular,19,nov,640,1,127,5,failure,no
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428,2,336,6,failure,no
33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,yes
31,management,single,tertiary,no,775,yes,no,cellular,4,may,99,2,14,3,failure,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,nov,88,2,83,2,failure,no
31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes
53,blue-collar,married,secondary,no,21522,no,no,cellular,20,nov,83,3,149,4,failure,no
29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes
31,management,single,tertiary,no,1724,yes,no,telephone,29,jan,152,2,254,1,failure,no
32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,failure,no
39,blue-collar,married,secondary,no,5092,yes,no,cellular,12,may,206,2,329,6,failure,no
30,technician,single,tertiary,no,405,yes,no,cellular,4,feb,128,1,274,1,failure,no
37,technician,married,secondary,no,1707,yes,no,cellular,26,jul,546,2,784,3,failure,yes
43,admin.,married,secondary,no,323,yes,yes,cellular,12,may,43,3,369,2,failure,no
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,yes
35,management,married,tertiary,no,3402,no,no,cellular,14,dec,269,1,194,2,failure,no
32,admin.,single,secondary,no,154,yes,no,cellular,26,apr,135,1,521,2,failure,no
31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,141,2,123,3,failure,no
31,management,single,tertiary,no,0,yes,yes,cellular,14,may,117,3,352,3,failure,no
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
46,management,married,tertiary,no,-319,yes,no,cellular,3,feb,80,1,256,1,failure,no
45,blue-collar,married,primary,no,2958,yes,no,cellular,16,apr,580,1,317,2,failure,no
40,self-employed,married,secondary,no,31,yes,no,cellular,16,apr,174,2,147,6,failure,no
26,technician,single,secondary,no,276,yes,no,cellular,15,may,106,1,368,4,failure,no
43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83,1,113,3,success,yes
53,management,married,tertiary,no,-1112,yes,no,cellular,13,may,53,3,308,1,failure,no
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
29,admin.,married,secondary,no,957,yes,yes,cellular,30,jan,258,2,263,3,failure,no
32,services,married,secondary,no,3181,yes,no,cellular,21,nov,118,2,176,7,failure,no
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,yes
48,blue-collar,married,secondary,no,7985,yes,no,cellular,11,may,232,2,347,1,failure,no
39,services,divorced,secondary,no,1957,yes,yes,cellular,16,apr,350,1,147,1,failure,no
42,management,married,tertiary,no,144,no,no,cellular,7,dec,143,1,283,3,failure,no
39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,yes
40,management,married,tertiary,no,378,yes,yes,cellular,28,jan,260,1,268,2,failure,no
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,yes
51,services,single,secondary,no,516,yes,no,cellular,13,may,370,1,363,1,failure,no
72,retired,married,primary,no,4657,no,no,cellular,22,dec,305,3,309,5,success,yes
31,blue-collar,single,primary,no,660,yes,no,cellular,28,aug,207,3,478,2,failure,no
44,blue-collar,divorced,primary,no,75,yes,no,cellular,16,apr,614,1,281,1,failure,no
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes
39,admin.,married,secondary,no,401,yes,no,cellular,17,nov,396,1,129,2,failure,no
36,technician,married,secondary,no,55,yes,no,cellular,13,may,38,2,369,4,failure,no
53,admin.,married,secondary,no,350,no,yes,cellular,17,nov,113,3,132,2,failure,no
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,yes
33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,261,1,345,1,failure,yes
42,admin.,married,secondary,no,0,yes,no,cellular,20,apr,72,1,154,2,failure,no
34,technician,single,secondary,no,347,yes,no,cellular,6,feb,154,2,197,6,failure,no
50,admin.,married,secondary,no,5361,no,no,cellular,18,feb,276,3,195,1,failure,no
36,technician,married,tertiary,no,99,yes,yes,cellular,10,feb,86,1,85,1,failure,no
36,technician,single,secondary,no,265,yes,yes,cellular,2,feb,88,1,273,1,failure,no
38,entrepreneur,married,tertiary,no,898,yes,no,cellular,20,nov,80,5,198,2,failure,no
58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,1,94,3,failure,yes
33,blue-collar,married,secondary,no,2366,yes,no,cellular,11,may,249,1,356,2,failure,no
50,entrepreneur,married,primary,no,199,no,no,cellular,11,may,228,2,363,2,failure,no
29,technician,single,tertiary,no,-803,yes,yes,cellular,6,may,827,1,329,9,failure,no
40,blue-collar,married,primary,no,572,yes,yes,cellular,17,apr,171,1,318,1,failure,no
34,blue-collar,married,primary,no,500,yes,no,cellular,18,nov,240,2,182,1,failure,no
26,blue-collar,single,secondary,no,330,yes,no,cellular,18,may,156,1,348,1,failure,no
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,18,jun,91,2,185,1,success,no
44,management,single,tertiary,no,1090,no,no,cellular,20,oct,178,4,93,6,success,yes
34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
58,management,married,tertiary,no,1016,no,no,telephone,11,mar,78,2,91,1,failure,no
50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes
28,admin.,single,secondary,no,1408,no,no,cellular,13,aug,166,1,78,2,failure,no
41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,yes
42,blue-collar,married,primary,no,-571,yes,yes,telephone,21,nov,136,2,179,4,failure,no
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92,1,success,yes
66,housemaid,married,primary,no,1230,no,no,cellular,16,jun,288,6,181,3,success,yes
32,services,single,secondary,no,671,yes,no,cellular,17,apr,237,2,345,3,failure,no
53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,476,1,193,1,failure,yes
28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
35,management,married,tertiary,no,2088,yes,no,cellular,12,aug,94,1,51,3,failure,no
32,management,single,tertiary,no,6248,yes,no,cellular,15,may,64,3,371,2,failure,no
32,management,married,tertiary,no,6138,no,no,cellular,3,sep,251,3,36,11,success,no
32,management,married,tertiary,no,3107,yes,yes,cellular,18,nov,165,2,116,1,failure,no
29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,1,failure,yes
32,technician,married,tertiary,no,15,no,no,cellular,14,may,226,1,346,1,failure,no
31,admin.,single,secondary,no,0,yes,no,cellular,7,may,895,2,295,2,failure,yes
30,services,married,tertiary,no,6,yes,no,cellular,5,may,279,2,342,2,failure,no
41,technician,divorced,secondary,no,4047,yes,no,cellular,4,may,14,5,75,1,success,no
29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,1,87,5,failure,yes
33,blue-collar,married,primary,no,158,yes,no,cellular,4,feb,110,1,264,4,failure,no
41,technician,single,tertiary,no,431,no,no,cellular,22,oct,133,1,107,2,success,yes
44,management,single,secondary,no,3684,yes,no,cellular,15,may,31,5,179,3,failure,no
32,admin.,married,tertiary,no,233,yes,no,cellular,2,apr,77,2,133,4,failure,no
35,technician,single,tertiary,no,992,yes,no,cellular,26,aug,79,1,114,3,failure,no
37,technician,married,secondary,no,807,yes,no,cellular,12,may,807,3,172,4,failure,no
47,management,divorced,tertiary,no,-49,yes,no,cellular,13,may,14,6,327,23,failure,no
42,technician,married,secondary,no,769,no,no,cellular,6,feb,187,2,246,1,failure,no
55,management,divorced,tertiary,no,2625,yes,no,cellular,5,may,286,1,252,3,failure,no
40,entrepreneur,married,tertiary,no,2644,yes,no,cellular,21,nov,110,2,185,1,failure,no
33,technician,married,secondary,no,218,yes,yes,cellular,10,aug,162,1,161,4,failure,no
37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
47,services,married,secondary,no,311,yes,yes,cellular,12,may,238,1,301,3,failure,no
56,technician,divorced,secondary,no,0,yes,no,cellular,9,feb,139,5,265,4,failure,no
41,self-employed,single,tertiary,no,1616,no,no,telephone,28,jan,229,1,184,7,success,no
34,admin.,single,tertiary,no,4254,yes,no,cellular,18,may,104,3,178,1,success,no
47,technician,married,secondary,no,-59,yes,yes,cellular,11,may,502,1,343,2,failure,no
59,blue-collar,married,primary,no,-91,yes,no,cellular,13,may,239,1,369,5,failure,no
40,blue-collar,married,primary,no,1802,yes,no,cellular,17,apr,326,1,319,1,failure,no
39,management,married,tertiary,no,93,yes,no,cellular,28,aug,65,1,95,5,failure,no
31,technician,married,secondary,no,450,no,yes,cellular,20,nov,111,2,129,4,failure,no
28,admin.,married,tertiary,no,174,yes,yes,cellular,11,feb,56,1,184,2,failure,no
31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
44,services,divorced,tertiary,no,2279,no,yes,cellular,19,nov,105,1,146,1,failure,no
33,management,single,tertiary,no,474,yes,no,cellular,2,feb,62,1,179,3,failure,no
58,services,married,secondary,no,1301,yes,no,cellular,11,may,261,1,286,2,failure,no
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes
52,blue-collar,married,secondary,no,1374,yes,no,cellular,17,apr,267,2,322,1,failure,no
48,management,married,tertiary,no,2351,no,no,cellular,15,sep,150,1,105,3,success,yes
